Image Name,Image Address,Rotation Angle
augmented_-15_10671.jpg,./augmented\augmented_-15_10671.jpg,-15
augmented_-10_10671.jpg,./augmented\augmented_-10_10671.jpg,-10
augmented_-5_10671.jpg,./augmented\augmented_-5_10671.jpg,-5
augmented_0_10671.jpg,./augmented\augmented_0_10671.jpg,0
augmented_5_10671.jpg,./augmented\augmented_5_10671.jpg,5
augmented_10_10671.jpg,./augmented\augmented_10_10671.jpg,10
augmented_15_10671.jpg,./augmented\augmented_15_10671.jpg,15
augmented_20_10671.jpg,./augmented\augmented_20_10671.jpg,20
augmented_25_10671.jpg,./augmented\augmented_25_10671.jpg,25
augmented_30_10671.jpg,./augmented\augmented_30_10671.jpg,30
augmented_35_10671.jpg,./augmented\augmented_35_10671.jpg,35
augmented_40_10671.jpg,./augmented\augmented_40_10671.jpg,40
augmented_45_10671.jpg,./augmented\augmented_45_10671.jpg,45
augmented_50_10671.jpg,./augmented\augmented_50_10671.jpg,50
augmented_55_10671.jpg,./augmented\augmented_55_10671.jpg,55
augmented_60_10671.jpg,./augmented\augmented_60_10671.jpg,60
augmented_65_10671.jpg,./augmented\augmented_65_10671.jpg,65
augmented_70_10671.jpg,./augmented\augmented_70_10671.jpg,70
augmented_75_10671.jpg,./augmented\augmented_75_10671.jpg,75
augmented_80_10671.jpg,./augmented\augmented_80_10671.jpg,80
augmented_85_10671.jpg,./augmented\augmented_85_10671.jpg,85
augmented_90_10671.jpg,./augmented\augmented_90_10671.jpg,90
augmented_-90_10672.jpg,./augmented\augmented_-90_10672.jpg,-90
augmented_-85_10672.jpg,./augmented\augmented_-85_10672.jpg,-85
augmented_-80_10672.jpg,./augmented\augmented_-80_10672.jpg,-80
augmented_-75_10672.jpg,./augmented\augmented_-75_10672.jpg,-75
augmented_-70_10672.jpg,./augmented\augmented_-70_10672.jpg,-70
augmented_-65_10672.jpg,./augmented\augmented_-65_10672.jpg,-65
augmented_-60_10672.jpg,./augmented\augmented_-60_10672.jpg,-60
augmented_-55_10672.jpg,./augmented\augmented_-55_10672.jpg,-55
augmented_-50_10672.jpg,./augmented\augmented_-50_10672.jpg,-50
augmented_-45_10672.jpg,./augmented\augmented_-45_10672.jpg,-45
augmented_-40_10672.jpg,./augmented\augmented_-40_10672.jpg,-40
augmented_-35_10672.jpg,./augmented\augmented_-35_10672.jpg,-35
augmented_-30_10672.jpg,./augmented\augmented_-30_10672.jpg,-30
augmented_-25_10672.jpg,./augmented\augmented_-25_10672.jpg,-25
augmented_-20_10672.jpg,./augmented\augmented_-20_10672.jpg,-20
augmented_-15_10672.jpg,./augmented\augmented_-15_10672.jpg,-15
augmented_-10_10672.jpg,./augmented\augmented_-10_10672.jpg,-10
augmented_-5_10672.jpg,./augmented\augmented_-5_10672.jpg,-5
augmented_0_10672.jpg,./augmented\augmented_0_10672.jpg,0
augmented_5_10672.jpg,./augmented\augmented_5_10672.jpg,5
augmented_10_10672.jpg,./augmented\augmented_10_10672.jpg,10
augmented_15_10672.jpg,./augmented\augmented_15_10672.jpg,15
augmented_20_10672.jpg,./augmented\augmented_20_10672.jpg,20
augmented_25_10672.jpg,./augmented\augmented_25_10672.jpg,25
augmented_30_10672.jpg,./augmented\augmented_30_10672.jpg,30
augmented_35_10672.jpg,./augmented\augmented_35_10672.jpg,35
augmented_40_10672.jpg,./augmented\augmented_40_10672.jpg,40
augmented_45_10672.jpg,./augmented\augmented_45_10672.jpg,45
augmented_50_10672.jpg,./augmented\augmented_50_10672.jpg,50
augmented_55_10672.jpg,./augmented\augmented_55_10672.jpg,55
augmented_60_10672.jpg,./augmented\augmented_60_10672.jpg,60
augmented_65_10672.jpg,./augmented\augmented_65_10672.jpg,65
augmented_70_10672.jpg,./augmented\augmented_70_10672.jpg,70
augmented_75_10672.jpg,./augmented\augmented_75_10672.jpg,75
augmented_80_10672.jpg,./augmented\augmented_80_10672.jpg,80
augmented_85_10672.jpg,./augmented\augmented_85_10672.jpg,85
augmented_90_10672.jpg,./augmented\augmented_90_10672.jpg,90
augmented_-90_12840.jpg,./augmented\augmented_-90_12840.jpg,-90
augmented_-85_12840.jpg,./augmented\augmented_-85_12840.jpg,-85
augmented_-80_12840.jpg,./augmented\augmented_-80_12840.jpg,-80
augmented_-75_12840.jpg,./augmented\augmented_-75_12840.jpg,-75
augmented_-70_12840.jpg,./augmented\augmented_-70_12840.jpg,-70
augmented_-65_12840.jpg,./augmented\augmented_-65_12840.jpg,-65
augmented_-60_12840.jpg,./augmented\augmented_-60_12840.jpg,-60
augmented_-55_12840.jpg,./augmented\augmented_-55_12840.jpg,-55
augmented_-50_12840.jpg,./augmented\augmented_-50_12840.jpg,-50
augmented_-45_12840.jpg,./augmented\augmented_-45_12840.jpg,-45
augmented_-40_12840.jpg,./augmented\augmented_-40_12840.jpg,-40
augmented_-35_12840.jpg,./augmented\augmented_-35_12840.jpg,-35
augmented_-30_12840.jpg,./augmented\augmented_-30_12840.jpg,-30
augmented_-25_12840.jpg,./augmented\augmented_-25_12840.jpg,-25
augmented_-20_12840.jpg,./augmented\augmented_-20_12840.jpg,-20
augmented_-15_12840.jpg,./augmented\augmented_-15_12840.jpg,-15
augmented_-10_12840.jpg,./augmented\augmented_-10_12840.jpg,-10
augmented_-5_12840.jpg,./augmented\augmented_-5_12840.jpg,-5
augmented_0_12840.jpg,./augmented\augmented_0_12840.jpg,0
augmented_5_12840.jpg,./augmented\augmented_5_12840.jpg,5
augmented_10_12840.jpg,./augmented\augmented_10_12840.jpg,10
augmented_15_12840.jpg,./augmented\augmented_15_12840.jpg,15
augmented_20_12840.jpg,./augmented\augmented_20_12840.jpg,20
augmented_25_12840.jpg,./augmented\augmented_25_12840.jpg,25
augmented_30_12840.jpg,./augmented\augmented_30_12840.jpg,30
augmented_35_12840.jpg,./augmented\augmented_35_12840.jpg,35
augmented_40_12840.jpg,./augmented\augmented_40_12840.jpg,40
augmented_45_12840.jpg,./augmented\augmented_45_12840.jpg,45
augmented_50_12840.jpg,./augmented\augmented_50_12840.jpg,50
augmented_55_12840.jpg,./augmented\augmented_55_12840.jpg,55
augmented_60_12840.jpg,./augmented\augmented_60_12840.jpg,60
augmented_65_12840.jpg,./augmented\augmented_65_12840.jpg,65
augmented_70_12840.jpg,./augmented\augmented_70_12840.jpg,70
augmented_75_12840.jpg,./augmented\augmented_75_12840.jpg,75
augmented_80_12840.jpg,./augmented\augmented_80_12840.jpg,80
augmented_85_12840.jpg,./augmented\augmented_85_12840.jpg,85
augmented_90_12840.jpg,./augmented\augmented_90_12840.jpg,90
augmented_-90_12844.jpg,./augmented\augmented_-90_12844.jpg,-90
augmented_-85_12844.jpg,./augmented\augmented_-85_12844.jpg,-85
augmented_-80_12844.jpg,./augmented\augmented_-80_12844.jpg,-80
augmented_-75_12844.jpg,./augmented\augmented_-75_12844.jpg,-75
augmented_-70_12844.jpg,./augmented\augmented_-70_12844.jpg,-70
augmented_-65_12844.jpg,./augmented\augmented_-65_12844.jpg,-65
augmented_-60_12844.jpg,./augmented\augmented_-60_12844.jpg,-60
augmented_-55_12844.jpg,./augmented\augmented_-55_12844.jpg,-55
augmented_-50_12844.jpg,./augmented\augmented_-50_12844.jpg,-50
augmented_-45_12844.jpg,./augmented\augmented_-45_12844.jpg,-45
augmented_-40_12844.jpg,./augmented\augmented_-40_12844.jpg,-40
augmented_-35_12844.jpg,./augmented\augmented_-35_12844.jpg,-35
augmented_-30_12844.jpg,./augmented\augmented_-30_12844.jpg,-30
augmented_-25_12844.jpg,./augmented\augmented_-25_12844.jpg,-25
augmented_-20_12844.jpg,./augmented\augmented_-20_12844.jpg,-20
augmented_-15_12844.jpg,./augmented\augmented_-15_12844.jpg,-15
augmented_-10_12844.jpg,./augmented\augmented_-10_12844.jpg,-10
augmented_-5_12844.jpg,./augmented\augmented_-5_12844.jpg,-5
augmented_0_12844.jpg,./augmented\augmented_0_12844.jpg,0
augmented_5_12844.jpg,./augmented\augmented_5_12844.jpg,5
augmented_10_12844.jpg,./augmented\augmented_10_12844.jpg,10
augmented_15_12844.jpg,./augmented\augmented_15_12844.jpg,15
augmented_20_12844.jpg,./augmented\augmented_20_12844.jpg,20
augmented_25_12844.jpg,./augmented\augmented_25_12844.jpg,25
augmented_30_12844.jpg,./augmented\augmented_30_12844.jpg,30
augmented_35_12844.jpg,./augmented\augmented_35_12844.jpg,35
augmented_40_12844.jpg,./augmented\augmented_40_12844.jpg,40
augmented_45_12844.jpg,./augmented\augmented_45_12844.jpg,45
augmented_50_12844.jpg,./augmented\augmented_50_12844.jpg,50
augmented_55_12844.jpg,./augmented\augmented_55_12844.jpg,55
augmented_60_12844.jpg,./augmented\augmented_60_12844.jpg,60
augmented_65_12844.jpg,./augmented\augmented_65_12844.jpg,65
augmented_70_12844.jpg,./augmented\augmented_70_12844.jpg,70
augmented_75_12844.jpg,./augmented\augmented_75_12844.jpg,75
augmented_80_12844.jpg,./augmented\augmented_80_12844.jpg,80
augmented_85_12844.jpg,./augmented\augmented_85_12844.jpg,85
augmented_90_12844.jpg,./augmented\augmented_90_12844.jpg,90
augmented_-90_12845.jpg,./augmented\augmented_-90_12845.jpg,-90
augmented_-85_12845.jpg,./augmented\augmented_-85_12845.jpg,-85
augmented_-80_12845.jpg,./augmented\augmented_-80_12845.jpg,-80
augmented_-75_12845.jpg,./augmented\augmented_-75_12845.jpg,-75
augmented_-70_12845.jpg,./augmented\augmented_-70_12845.jpg,-70
augmented_-65_12845.jpg,./augmented\augmented_-65_12845.jpg,-65
augmented_-60_12845.jpg,./augmented\augmented_-60_12845.jpg,-60
augmented_-55_12845.jpg,./augmented\augmented_-55_12845.jpg,-55
augmented_-50_12845.jpg,./augmented\augmented_-50_12845.jpg,-50
augmented_-45_12845.jpg,./augmented\augmented_-45_12845.jpg,-45
augmented_-40_12845.jpg,./augmented\augmented_-40_12845.jpg,-40
augmented_-35_12845.jpg,./augmented\augmented_-35_12845.jpg,-35
augmented_-30_12845.jpg,./augmented\augmented_-30_12845.jpg,-30
augmented_-25_12845.jpg,./augmented\augmented_-25_12845.jpg,-25
augmented_-20_12845.jpg,./augmented\augmented_-20_12845.jpg,-20
augmented_-15_12845.jpg,./augmented\augmented_-15_12845.jpg,-15
augmented_-10_12845.jpg,./augmented\augmented_-10_12845.jpg,-10
augmented_-5_12845.jpg,./augmented\augmented_-5_12845.jpg,-5
augmented_0_12845.jpg,./augmented\augmented_0_12845.jpg,0
augmented_5_12845.jpg,./augmented\augmented_5_12845.jpg,5
augmented_10_12845.jpg,./augmented\augmented_10_12845.jpg,10
augmented_15_12845.jpg,./augmented\augmented_15_12845.jpg,15
augmented_20_12845.jpg,./augmented\augmented_20_12845.jpg,20
augmented_25_12845.jpg,./augmented\augmented_25_12845.jpg,25
augmented_30_12845.jpg,./augmented\augmented_30_12845.jpg,30
augmented_35_12845.jpg,./augmented\augmented_35_12845.jpg,35
augmented_40_12845.jpg,./augmented\augmented_40_12845.jpg,40
augmented_45_12845.jpg,./augmented\augmented_45_12845.jpg,45
augmented_50_12845.jpg,./augmented\augmented_50_12845.jpg,50
augmented_55_12845.jpg,./augmented\augmented_55_12845.jpg,55
augmented_60_12845.jpg,./augmented\augmented_60_12845.jpg,60
augmented_65_12845.jpg,./augmented\augmented_65_12845.jpg,65
augmented_70_12845.jpg,./augmented\augmented_70_12845.jpg,70
augmented_75_12845.jpg,./augmented\augmented_75_12845.jpg,75
augmented_80_12845.jpg,./augmented\augmented_80_12845.jpg,80
augmented_85_12845.jpg,./augmented\augmented_85_12845.jpg,85
augmented_90_12845.jpg,./augmented\augmented_90_12845.jpg,90
augmented_-90_12846.jpg,./augmented\augmented_-90_12846.jpg,-90
augmented_-85_12846.jpg,./augmented\augmented_-85_12846.jpg,-85
augmented_-80_12846.jpg,./augmented\augmented_-80_12846.jpg,-80
augmented_-75_12846.jpg,./augmented\augmented_-75_12846.jpg,-75
augmented_-70_12846.jpg,./augmented\augmented_-70_12846.jpg,-70
augmented_-65_12846.jpg,./augmented\augmented_-65_12846.jpg,-65
augmented_-60_12846.jpg,./augmented\augmented_-60_12846.jpg,-60
augmented_-55_12846.jpg,./augmented\augmented_-55_12846.jpg,-55
augmented_-50_12846.jpg,./augmented\augmented_-50_12846.jpg,-50
augmented_-45_12846.jpg,./augmented\augmented_-45_12846.jpg,-45
augmented_-40_12846.jpg,./augmented\augmented_-40_12846.jpg,-40
augmented_-35_12846.jpg,./augmented\augmented_-35_12846.jpg,-35
augmented_-30_12846.jpg,./augmented\augmented_-30_12846.jpg,-30
augmented_-25_12846.jpg,./augmented\augmented_-25_12846.jpg,-25
augmented_-20_12846.jpg,./augmented\augmented_-20_12846.jpg,-20
augmented_-15_12846.jpg,./augmented\augmented_-15_12846.jpg,-15
augmented_-10_12846.jpg,./augmented\augmented_-10_12846.jpg,-10
augmented_-5_12846.jpg,./augmented\augmented_-5_12846.jpg,-5
augmented_0_12846.jpg,./augmented\augmented_0_12846.jpg,0
augmented_5_12846.jpg,./augmented\augmented_5_12846.jpg,5
augmented_10_12846.jpg,./augmented\augmented_10_12846.jpg,10
augmented_15_12846.jpg,./augmented\augmented_15_12846.jpg,15
augmented_20_12846.jpg,./augmented\augmented_20_12846.jpg,20
augmented_25_12846.jpg,./augmented\augmented_25_12846.jpg,25
augmented_30_12846.jpg,./augmented\augmented_30_12846.jpg,30
augmented_35_12846.jpg,./augmented\augmented_35_12846.jpg,35
augmented_40_12846.jpg,./augmented\augmented_40_12846.jpg,40
augmented_45_12846.jpg,./augmented\augmented_45_12846.jpg,45
augmented_50_12846.jpg,./augmented\augmented_50_12846.jpg,50
augmented_55_12846.jpg,./augmented\augmented_55_12846.jpg,55
augmented_60_12846.jpg,./augmented\augmented_60_12846.jpg,60
augmented_65_12846.jpg,./augmented\augmented_65_12846.jpg,65
augmented_70_12846.jpg,./augmented\augmented_70_12846.jpg,70
augmented_75_12846.jpg,./augmented\augmented_75_12846.jpg,75
augmented_80_12846.jpg,./augmented\augmented_80_12846.jpg,80
augmented_85_12846.jpg,./augmented\augmented_85_12846.jpg,85
augmented_90_12846.jpg,./augmented\augmented_90_12846.jpg,90
augmented_-90_12847.jpg,./augmented\augmented_-90_12847.jpg,-90
augmented_-85_12847.jpg,./augmented\augmented_-85_12847.jpg,-85
augmented_-80_12847.jpg,./augmented\augmented_-80_12847.jpg,-80
augmented_-75_12847.jpg,./augmented\augmented_-75_12847.jpg,-75
augmented_-70_12847.jpg,./augmented\augmented_-70_12847.jpg,-70
augmented_-65_12847.jpg,./augmented\augmented_-65_12847.jpg,-65
augmented_-60_12847.jpg,./augmented\augmented_-60_12847.jpg,-60
augmented_-55_12847.jpg,./augmented\augmented_-55_12847.jpg,-55
augmented_-50_12847.jpg,./augmented\augmented_-50_12847.jpg,-50
augmented_-45_12847.jpg,./augmented\augmented_-45_12847.jpg,-45
augmented_-40_12847.jpg,./augmented\augmented_-40_12847.jpg,-40
augmented_-35_12847.jpg,./augmented\augmented_-35_12847.jpg,-35
augmented_-30_12847.jpg,./augmented\augmented_-30_12847.jpg,-30
augmented_-25_12847.jpg,./augmented\augmented_-25_12847.jpg,-25
augmented_-20_12847.jpg,./augmented\augmented_-20_12847.jpg,-20
augmented_-15_12847.jpg,./augmented\augmented_-15_12847.jpg,-15
augmented_-10_12847.jpg,./augmented\augmented_-10_12847.jpg,-10
augmented_-5_12847.jpg,./augmented\augmented_-5_12847.jpg,-5
augmented_0_12847.jpg,./augmented\augmented_0_12847.jpg,0
augmented_5_12847.jpg,./augmented\augmented_5_12847.jpg,5
augmented_10_12847.jpg,./augmented\augmented_10_12847.jpg,10
augmented_15_12847.jpg,./augmented\augmented_15_12847.jpg,15
augmented_20_12847.jpg,./augmented\augmented_20_12847.jpg,20
augmented_25_12847.jpg,./augmented\augmented_25_12847.jpg,25
augmented_30_12847.jpg,./augmented\augmented_30_12847.jpg,30
augmented_35_12847.jpg,./augmented\augmented_35_12847.jpg,35
augmented_40_12847.jpg,./augmented\augmented_40_12847.jpg,40
augmented_45_12847.jpg,./augmented\augmented_45_12847.jpg,45
augmented_50_12847.jpg,./augmented\augmented_50_12847.jpg,50
augmented_55_12847.jpg,./augmented\augmented_55_12847.jpg,55
augmented_60_12847.jpg,./augmented\augmented_60_12847.jpg,60
augmented_65_12847.jpg,./augmented\augmented_65_12847.jpg,65
augmented_70_12847.jpg,./augmented\augmented_70_12847.jpg,70
augmented_75_12847.jpg,./augmented\augmented_75_12847.jpg,75
augmented_80_12847.jpg,./augmented\augmented_80_12847.jpg,80
augmented_85_12847.jpg,./augmented\augmented_85_12847.jpg,85
augmented_90_12847.jpg,./augmented\augmented_90_12847.jpg,90
augmented_-90_12849.jpg,./augmented\augmented_-90_12849.jpg,-90
augmented_-85_12849.jpg,./augmented\augmented_-85_12849.jpg,-85
augmented_-80_12849.jpg,./augmented\augmented_-80_12849.jpg,-80
augmented_-75_12849.jpg,./augmented\augmented_-75_12849.jpg,-75
augmented_-70_12849.jpg,./augmented\augmented_-70_12849.jpg,-70
augmented_-65_12849.jpg,./augmented\augmented_-65_12849.jpg,-65
augmented_-60_12849.jpg,./augmented\augmented_-60_12849.jpg,-60
augmented_-55_12849.jpg,./augmented\augmented_-55_12849.jpg,-55
augmented_-50_12849.jpg,./augmented\augmented_-50_12849.jpg,-50
augmented_-45_12849.jpg,./augmented\augmented_-45_12849.jpg,-45
augmented_-40_12849.jpg,./augmented\augmented_-40_12849.jpg,-40
augmented_-35_12849.jpg,./augmented\augmented_-35_12849.jpg,-35
augmented_-30_12849.jpg,./augmented\augmented_-30_12849.jpg,-30
augmented_-25_12849.jpg,./augmented\augmented_-25_12849.jpg,-25
augmented_-20_12849.jpg,./augmented\augmented_-20_12849.jpg,-20
augmented_-15_12849.jpg,./augmented\augmented_-15_12849.jpg,-15
augmented_-10_12849.jpg,./augmented\augmented_-10_12849.jpg,-10
augmented_-5_12849.jpg,./augmented\augmented_-5_12849.jpg,-5
augmented_0_12849.jpg,./augmented\augmented_0_12849.jpg,0
augmented_5_12849.jpg,./augmented\augmented_5_12849.jpg,5
augmented_10_12849.jpg,./augmented\augmented_10_12849.jpg,10
augmented_15_12849.jpg,./augmented\augmented_15_12849.jpg,15
augmented_20_12849.jpg,./augmented\augmented_20_12849.jpg,20
augmented_25_12849.jpg,./augmented\augmented_25_12849.jpg,25
augmented_30_12849.jpg,./augmented\augmented_30_12849.jpg,30
augmented_35_12849.jpg,./augmented\augmented_35_12849.jpg,35
augmented_40_12849.jpg,./augmented\augmented_40_12849.jpg,40
augmented_45_12849.jpg,./augmented\augmented_45_12849.jpg,45
augmented_50_12849.jpg,./augmented\augmented_50_12849.jpg,50
augmented_55_12849.jpg,./augmented\augmented_55_12849.jpg,55
augmented_60_12849.jpg,./augmented\augmented_60_12849.jpg,60
augmented_65_12849.jpg,./augmented\augmented_65_12849.jpg,65
augmented_70_12849.jpg,./augmented\augmented_70_12849.jpg,70
augmented_75_12849.jpg,./augmented\augmented_75_12849.jpg,75
augmented_80_12849.jpg,./augmented\augmented_80_12849.jpg,80
augmented_85_12849.jpg,./augmented\augmented_85_12849.jpg,85
augmented_90_12849.jpg,./augmented\augmented_90_12849.jpg,90
augmented_-90_13258.jpg,./augmented\augmented_-90_13258.jpg,-90
augmented_-85_13258.jpg,./augmented\augmented_-85_13258.jpg,-85
augmented_-80_13258.jpg,./augmented\augmented_-80_13258.jpg,-80
augmented_-75_13258.jpg,./augmented\augmented_-75_13258.jpg,-75
augmented_-70_13258.jpg,./augmented\augmented_-70_13258.jpg,-70
augmented_-65_13258.jpg,./augmented\augmented_-65_13258.jpg,-65
augmented_-60_13258.jpg,./augmented\augmented_-60_13258.jpg,-60
augmented_-55_13258.jpg,./augmented\augmented_-55_13258.jpg,-55
augmented_-50_13258.jpg,./augmented\augmented_-50_13258.jpg,-50
augmented_-45_13258.jpg,./augmented\augmented_-45_13258.jpg,-45
augmented_-40_13258.jpg,./augmented\augmented_-40_13258.jpg,-40
augmented_-35_13258.jpg,./augmented\augmented_-35_13258.jpg,-35
augmented_-30_13258.jpg,./augmented\augmented_-30_13258.jpg,-30
augmented_-25_13258.jpg,./augmented\augmented_-25_13258.jpg,-25
augmented_-20_13258.jpg,./augmented\augmented_-20_13258.jpg,-20
augmented_-15_13258.jpg,./augmented\augmented_-15_13258.jpg,-15
augmented_-10_13258.jpg,./augmented\augmented_-10_13258.jpg,-10
augmented_-5_13258.jpg,./augmented\augmented_-5_13258.jpg,-5
augmented_0_13258.jpg,./augmented\augmented_0_13258.jpg,0
augmented_5_13258.jpg,./augmented\augmented_5_13258.jpg,5
augmented_10_13258.jpg,./augmented\augmented_10_13258.jpg,10
augmented_15_13258.jpg,./augmented\augmented_15_13258.jpg,15
augmented_20_13258.jpg,./augmented\augmented_20_13258.jpg,20
augmented_25_13258.jpg,./augmented\augmented_25_13258.jpg,25
augmented_30_13258.jpg,./augmented\augmented_30_13258.jpg,30
augmented_35_13258.jpg,./augmented\augmented_35_13258.jpg,35
augmented_40_13258.jpg,./augmented\augmented_40_13258.jpg,40
augmented_45_13258.jpg,./augmented\augmented_45_13258.jpg,45
augmented_50_13258.jpg,./augmented\augmented_50_13258.jpg,50
augmented_55_13258.jpg,./augmented\augmented_55_13258.jpg,55
augmented_60_13258.jpg,./augmented\augmented_60_13258.jpg,60
augmented_65_13258.jpg,./augmented\augmented_65_13258.jpg,65
augmented_70_13258.jpg,./augmented\augmented_70_13258.jpg,70
augmented_75_13258.jpg,./augmented\augmented_75_13258.jpg,75
augmented_80_13258.jpg,./augmented\augmented_80_13258.jpg,80
